rank,school_key,school_name,sido,sgg,school_level,student_count_2025,pred_student_count_2030,delta_2025_2030,pct_change_2025_2030,isolation_score,nearest_same_level_school_km,same_level_school_count_5km,priority_score_2030,latitude,longitude,coordinate_valid,priority_reason
53,광주|북구|초등학교|건국초등학교|본교,건국초등학교,광주,북구,초등학교,1072.0,788.5919555029704,-283.40804449702955,-0.26437317583678127,0.0140897594683821,0.6481289355455787,45.0,54.001164916301306,35.2106826,126.86581,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
54,경기|이천시|초등학교|설봉초등학교|본교,설봉초등학교,경기,이천시,초등학교,916.0,632.8595303889155,-283.14046961108454,-0.30910531616930625,0.0507155348591854,0.6085864183102249,11.0,65.70210665939503,37.2847944,127.4524079,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
55,대구|북구|초등학교|대구침산초등학교|본교,대구침산초등학교,대구,북구,초등학교,1110.0,827.0237453705548,-282.9762546294452,-0.2549335627292299,0.0058086336209462,0.3775611853615053,64.0,48.27510617139981,35.8911138008,128.5850731107,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
56,경기|용인시|초등학교|풍덕초등학교|본교,풍덕초등학교,경기,용인시,초등학교,1140.0,857.1382718843547,-282.8617281156453,-0.2481243229084608,0.0115194668951058,0.645090146125926,55.0,51.57466582083026,37.329843,127.095788,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
57,인천|서구|초등학교|인천한별초등학교|본교,인천한별초등학교,인천,서구,초등학교,1599.0,1316.2693999771316,-282.73060002286843,-0.17681713572412033,0.0196786493497001,0.7477886752886075,37.0,52.945817203102365,37.59735,126.70655,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
58,경기|용인시|초등학교|용인백현초등학교|본교,용인백현초등학교,경기,용인시,초등학교,832.0,549.6200576330391,-282.3799423669609,-0.3393989691910588,0.0256450982966299,0.6154823591191176,23.0,63.59511077590177,37.283574,127.161946,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
59,경기|화성시|초등학교|솔빛초등학교|본교,솔빛초등학교,경기,화성시,초등학교,1124.0,841.9987524552893,-282.00124754471074,-0.2508907896305256,0.008710605789332,0.5400575589385851,61.0,49.98468034904241,37.1968303,127.0735243,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
60,울산|북구|초등학교|은월초등학교|본교,은월초등학교,울산,북구,초등학교,1113.0,831.2891871597383,-281.7108128402617,-0.2531094454988874,0.0530713916348302,0.8491422661572845,15.0,62.16036289032044,35.637037,129.363655,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
61,경기|안산시|초등학교|초당초등학교|본교,초당초등학교,경기,안산시,초등학교,850.0,570.8003265970352,-279.1996734029648,-0.328470204003488,0.0125408842932587,0.413849181677539,32.0,58.26416997592749,37.2855426,126.8509167,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
62,경기|남양주시|초등학교|판곡초등학교|본교,판곡초등학교,경기,남양주시,초등학교,783.0,504.35891183226965,-278.64108816773035,-0.3558634587071907,0.0516922699051148,0.7753840485767234,14.0,68.09326014423961,37.6600237,127.2416875,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
63,경기|안성시|초등학교|비룡초등학교|본교,비룡초등학교,경기,안성시,초등학교,1130.0,851.8274666524832,-278.17253334751683,-0.24617038349337772,0.0600700342938172,0.6007003429381722,9.0,63.04937383952888,37.0151165,127.2626844,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
64,경기|성남시|초등학교|낙생초등학교|본교,낙생초등학교,경기,성남시,초등학교,1029.0,751.542317066398,-277.457682933602,-0.26963817583440425,0.0288757961220178,1.0684044565146595,36.0,58.556292571350426,37.3943737,127.0991,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
